Name,Nation,Position,Club,Age,GK Rating,DL Rating,DC Rating,DR Rating,DM Rating,ML Rating,MC Rating,MR Rating,AML Rating,AMC Rating,AMR Rating,FS Rating,TS Rating,Unique ID,Вибір
Marius Hoibraten,Норвегия,D LC,Urawa,28,31.60%,72.75%,76.84%,71.65%,58.65%,55.77%,56.69%,55.77%,55.77%,51.06%,55.77%,53.98%,57.23%,53060133,0
"Escalante, Gonzalo",Аргентина / Италия,DM,Cadiz,30,35.16%,62.98%,60.83%,62.98%,76.84%,59.94%,76.44%,73.14%,59.94%,55.19%,67.50%,58.61%,59.39%,14024699,0
"Gronb?k, Albert",Дания,AM RLC,Bodo/Glimt,22,33.10%,57.20%,48.94%,57.20%,66.57%,75.21%,72.82%,76.09%,76.84%,72.70%,76.84%,62.14%,58.40%,27139574,0
"Dubois, Leo",Франция,D RL,Basaksehir FK,28,36.20%,76.00%,56.14%,76.83%,71.86%,59.76%,59.71%,59.76%,59.76%,55.35%,59.76%,57.19%,56.01%,85085148,0
"Wallace, Jed",Англия,AM RLC,West Brom,29,29.60%,53.30%,40.67%,53.30%,51.81%,75.69%,56.50%,76.57%,75.00%,70.55%,76.83%,72.28%,65.10%,89020866,0
"Araujo, Luiz",Бразилия,AM RL,FLA,27,32.15%,55.98%,45.23%,55.98%,53.22%,70.02%,57.06%,70.69%,76.00%,70.59%,76.83%,72.99%,66.12%,19215572,0
"Kad?oglu, Ferdi",Турция / Голландия / Канада,D/WB RL,Fenerbahce,23,32.34%,76.83%,51.02%,76.83%,66.05%,73.25%,67.78%,73.25%,73.25%,64.30%,73.25%,58.88%,54.16%,37060600,0
"Laidouni, Aissa",Тунис / Франция,DM,Union Berlin,26,32.55%,63.13%,58.71%,74.09%,75.19%,72.41%,76.82%,73.56%,72.41%,68.55%,73.56%,59.39%,59.64%,48036350,0
"Moukoko, Youssoufa",Германия / Камерун,ST,Borussia Dortmund,18,30.15%,50.32%,42.84%,50.32%,49.67%,66.97%,54.42%,66.97%,72.46%,70.19%,72.46%,76.82%,70.77%,2000074825,0
"Ampadu, Ethan",Уэльс / Англия / Ирландия,"D C, DM",Leeds,22,33.51%,73.91%,76.82%,73.91%,74.22%,57.32%,71.98%,57.32%,57.32%,52.38%,57.32%,54.58%,56.08%,29175064,0
Tuta,Бразилия,D RC,Eintracht Frankfurt,24,34.74%,62.39%,75.82%,76.82%,71.35%,56.54%,68.32%,56.54%,56.54%,50.68%,56.54%,54.64%,56.49%,19290884,0
"Ayling, Luke",Англия,D RC,Middlesbrough,31,33.07%,61.45%,70.43%,76.82%,68.85%,57.36%,64.45%,57.36%,57.36%,50.11%,57.36%,54.89%,56.97%,28011526,0
"Pierre-Gabriel, Ronael",Франция,D/WB R,Dinamo,25,31.42%,74.99%,70.78%,76.82%,57.58%,68.18%,56.69%,69.05%,63.12%,50.87%,63.82%,54.04%,55.08%,48038032,0
Mauro Junior,Бразилия / Голландия,"D/WB RL, AM LC",PSV,24,34.46%,71.38%,47.54%,70.09%,67.14%,76.28%,71.51%,74.61%,76.82%,72.25%,74.61%,70.99%,64.44%,19250980,0
"Rodriguez, Ricardo",Швейцария / Испания / Чили,D LC,Torino,30,35.37%,76.81%,73.93%,61.89%,59.03%,73.11%,58.93%,60.22%,67.52%,54.84%,60.22%,56.77%,57.83%,98003635,0
"Fresneda, Ivan",Испания,D/WB R,Sporting CP,18,34.55%,61.45%,54.38%,76.81%,58.31%,59.33%,58.23%,71.64%,59.33%,54.19%,66.21%,56.98%,54.89%,2000165653,0
"Kubler, Lukas",Германия,D RLC,SC Freiburg,30,32.03%,75.34%,71.39%,76.81%,67.71%,66.09%,66.28%,67.14%,61.32%,49.15%,62.16%,53.01%,55.29%,91101321,0
"Carvalho, Fabio",Португалия / Англия / Восточный Тимор,AM RLC,Hull,20,34.12%,56.21%,45.36%,56.21%,54.37%,75.87%,71.71%,74.72%,76.81%,75.26%,75.87%,74.17%,65.32%,28122195,0
"Denayer, Jason",Бельгия / ДР Конго,D C,Al-Fateh,28,35.89%,75.18%,76.81%,75.99%,72.69%,57.08%,57.99%,57.08%,57.08%,53.14%,57.08%,55.69%,56.69%,18081611,0
"Keane, Michael",Англия / Ирландия,D C,Everton,30,31.61%,60.41%,76.81%,73.34%,58.26%,54.98%,65.99%,65.55%,54.98%,49.41%,60.69%,53.77%,57.34%,28047558,0
"Faraoni, Davide",Италия,D/WB/M R,Fiorentina,31,35.06%,73.51%,57.51%,76.81%,58.40%,60.30%,58.56%,74.56%,60.30%,53.86%,68.70%,57.82%,57.81%,43008971,0
"Mateta, Jean-Philippe",Франция / ДР Конго,ST,Crystal Palace,26,30.74%,54.89%,53.96%,54.89%,54.23%,59.08%,55.70%,59.08%,59.08%,66.13%,59.08%,75.37%,76.79%,49034219,0
"Nayir, Umut",Турция,ST,Pendikspor,30,32.71%,51.64%,50.63%,51.64%,54.03%,58.96%,56.65%,58.96%,58.96%,55.55%,58.96%,74.86%,76.79%,70080426,0
"Cavaleiro, Ivan",Ангола / Португалия,"AM RLC, F C",LOSC,29,32.28%,53.32%,44.50%,53.32%,52.94%,73.24%,56.88%,73.24%,76.79%,72.37%,76.25%,76.40%,69.45%,55027975,0
"Cozza, Nicolas",Франция / Италия,D LC,FC Nantes,24,31.16%,76.79%,69.98%,61.43%,57.81%,58.71%,57.86%,58.71%,58.71%,52.59%,58.71%,55.35%,55.41%,49037761,0
"Lenglet, Clement",Франция,D C,Aston Villa,28,33.45%,76.55%,76.79%,63.41%,60.49%,59.46%,59.88%,59.46%,59.46%,54.33%,59.46%,56.59%,58.55%,85078880,0
"Sildillia, Kiliann",Франция / Гваделупа,D RC,SC Freiburg,21,32.42%,72.60%,74.25%,76.78%,69.94%,58.95%,58.41%,70.27%,58.95%,52.12%,65.06%,55.12%,57.14%,49048381,0
"Fayzullayev, Abbosbek",Узбекистан,AM RLC,CSKA Moscow,19,35.23%,55.82%,41.68%,55.82%,53.32%,74.42%,69.56%,71.65%,76.78%,75.13%,75.57%,61.09%,51.85%,2000022271,0
"Alcaraz, Ruben",Испания,DM,Cadiz,32,36.25%,62.14%,56.08%,62.14%,75.60%,60.61%,76.78%,60.61%,60.61%,55.81%,60.61%,58.17%,56.73%,67178038,0
"Palacios, Diego",Эквадор / США,D/WB/AM L,COR,24,33.71%,76.78%,48.97%,61.64%,61.99%,72.64%,56.84%,58.52%,71.75%,53.31%,58.52%,55.55%,49.13%,86067902,0
Reinier,Бразилия,AM RLC,Frosinone,21,32.06%,55.50%,50.15%,55.50%,55.08%,70.77%,70.63%,70.77%,76.77%,74.34%,76.77%,60.76%,58.39%,19354888,0
"Agudelo, Kevin",Колумбия,AM RC,Al-Nasr (UAE),24,30.42%,56.77%,48.45%,56.77%,66.59%,74.52%,72.58%,75.38%,74.97%,73.52%,76.77%,73.32%,68.53%,76062627,0
"Dominguez, Maxime",Швейцария / Испания,AM RLC,Gil Vicente,27,30.92%,56.63%,43.44%,56.63%,54.28%,75.38%,71.29%,74.52%,76.12%,74.39%,76.77%,61.52%,53.51%,98032688,0
"Conti, German",Аргентина / Италия,D C,Racing Club,29,28.67%,56.50%,76.77%,56.50%,55.87%,48.56%,52.00%,48.56%,48.56%,43.86%,48.56%,47.20%,53.39%,14058725,0
"Lenihan, Darragh",Ирландия,D C,Middlesbrough,29,30.33%,58.47%,76.77%,69.71%,67.14%,53.54%,55.19%,53.54%,53.54%,47.36%,53.54%,51.81%,57.01%,28070819,0
"Zerrouki, Ramiz",Алжир / Голландия,DM,Feyenoord,25,36.12%,63.02%,70.68%,63.02%,76.77%,61.11%,76.27%,72.85%,61.11%,67.38%,67.45%,58.61%,58.19%,37055855,0
"Pfeiffer, Patric",Гана / Германия,D C,Augsburg,23,31.22%,69.23%,76.76%,69.23%,66.71%,53.31%,53.44%,53.31%,53.31%,48.67%,53.31%,61.01%,65.59%,91184447,0
"Nsoki, Stanley",Франция / Конго,D LC,TSG Hoffenheim,24,31.93%,76.76%,76.00%,62.34%,70.25%,69.91%,67.68%,58.64%,64.73%,52.51%,58.64%,55.35%,57.53%,48043092,0
"Soumare, Boubakary",Франция / Сенегал,DM,Sevilla,24,34.70%,63.04%,69.55%,63.04%,76.40%,63.19%,76.75%,63.19%,63.19%,58.94%,63.19%,60.99%,60.72%,48044576,0
"Zuber, Steven",Швейцария,"AM LC, F C",AEK,31,32.66%,56.11%,48.92%,56.11%,55.26%,74.93%,68.42%,73.20%,76.75%,72.22%,74.93%,75.34%,71.74%,69004250,0
"Vanzeir, Dante",Бельгия,"AM R, ST",New York,25,30.05%,53.50%,44.43%,53.50%,53.91%,61.40%,57.91%,74.93%,61.40%,71.68%,75.61%,76.75%,70.00%,18083629,0
"Zaniolo, Nicolo",Италия,"AM RLC, F C",Aston Villa,24,30.22%,53.73%,51.84%,53.73%,53.69%,74.12%,56.22%,74.12%,76.74%,71.97%,76.20%,76.54%,76.36%,43270517,0
"Lazovic, Darko",Сербия,AM RL,Hellas Verona,32,32.39%,69.78%,47.97%,69.36%,55.14%,76.74%,68.06%,75.59%,75.59%,69.07%,75.26%,60.76%,55.66%,5747078,0
"Theate, Arthur",Бельгия,D C,Rennes,23,33.96%,75.41%,76.74%,62.11%,70.55%,58.64%,58.23%,58.64%,58.64%,53.24%,58.64%,56.32%,58.91%,18105815,0
"Cantwell, Todd",Англия,AM RLC,Rangers,25,31.31%,53.20%,41.25%,53.20%,64.52%,76.19%,71.49%,75.86%,76.51%,76.73%,76.19%,60.95%,52.36%,29139576,0
"Katai, Aleksandar",Сербия,AM RLC,Crvena zvezda,32,29.76%,52.65%,47.83%,52.65%,52.72%,74.52%,69.19%,74.52%,76.73%,74.11%,76.47%,74.52%,70.73%,62042273,0
"Arboleda, Robert",Эквадор,D C,SPO,31,35.64%,60.61%,76.73%,60.61%,68.89%,55.55%,56.00%,55.55%,55.55%,50.83%,55.55%,54.23%,57.12%,86011987,0
"Jurasek, David",Чехия,D/WB L,TSG Hoffenheim,22,33.29%,76.73%,56.18%,61.38%,57.40%,72.72%,65.55%,60.23%,71.80%,60.56%,60.23%,56.95%,56.92%,25062133,0
"Ducksch, Marvin",Германия,AM/F C,SV Werder,29,29.92%,54.68%,51.87%,54.68%,54.57%,72.43%,56.77%,72.43%,74.14%,70.60%,74.14%,76.73%,76.13%,92023402,0
"Lunev, Andrey",Россия,GK,Qarabag,31,76.73%,39.90%,44.52%,39.90%,43.86%,40.43%,42.70%,40.43%,40.43%,38.37%,40.43%,39.12%,44.11%,58051185,0
"Nakamura, Kosuke",Япония,GK,PTM,28,76.73%,46.79%,46.16%,46.79%,45.78%,41.79%,45.01%,41.79%,41.79%,37.28%,41.79%,38.96%,41.88%,45077916,0
"Afif, Akram",Катар / Танзания,"AM L, ST",Al-Sadd,26,31.62%,50.57%,39.26%,50.57%,48.82%,74.90%,54.69%,72.03%,76.73%,71.53%,74.90%,74.61%,65.20%,18091019,0
"Johnson, Brennan",Уэльс / Англия,"AM RLC, F C",Tottenham,22,31.75%,55.61%,44.84%,55.61%,53.25%,73.17%,66.73%,74.11%,75.25%,71.26%,76.73%,76.06%,69.28%,29189400,0
"Ioannidis, Fotis",Греция,ST,Panathinaikos,23,31.53%,56.50%,54.30%,56.50%,56.25%,65.11%,57.76%,65.74%,69.97%,68.14%,70.76%,76.46%,76.72%,36138739,0
"Barco, Valentin",Аргентина,"D/WB L, AM LC",Brighton,18,34.89%,73.07%,48.18%,58.66%,56.30%,76.71%,72.19%,61.37%,75.88%,71.23%,61.37%,59.54%,52.39%,2000033291,0
"Faivre, Romain",Франция,AM RC,Bournemouth,24,33.30%,54.72%,44.88%,54.72%,53.24%,74.09%,70.49%,75.23%,74.88%,73.62%,76.70%,61.26%,55.55%,49040542,0
"Sobhi, Ramadan",Египет,AM RLC,Pyramids,26,31.22%,54.36%,48.87%,54.36%,53.45%,74.09%,69.77%,75.23%,76.70%,73.00%,76.16%,61.07%,57.77%,12066084,0
"Jaeckel, Paul",Германия,"D C, DM",Union Berlin,24,33.46%,72.45%,76.70%,73.37%,70.72%,54.50%,67.11%,54.50%,54.50%,48.94%,54.50%,52.49%,55.48%,91175877,0
"Delaney, Thomas",Дания / США,DM,RSC Anderlecht,31,32.55%,62.88%,75.01%,62.88%,76.70%,57.85%,74.44%,57.85%,57.85%,62.03%,57.85%,55.10%,58.84%,27002693,0
"Matviienko, Mykola",Украина,D LC,Shakhtar,27,32.69%,76.70%,72.42%,68.94%,58.71%,65.78%,58.57%,58.96%,61.46%,53.20%,58.96%,56.27%,56.81%,71075952,0
"Benito, Loris",Швейцария / Испания,D LC,Young Boys,31,32.60%,76.70%,70.22%,61.36%,69.88%,70.36%,58.48%,58.28%,65.03%,52.55%,58.28%,54.10%,54.47%,98004008,0
"Andre, Benjamin",Франция,DM,LOSC,32,33.50%,62.57%,58.54%,75.96%,75.03%,62.13%,76.70%,75.02%,62.13%,68.81%,75.02%,59.06%,59.40%,85028361,0
"Brownhill, Josh",Англия,"DM, AM RC",Burnley,27,33.19%,62.16%,53.71%,74.10%,73.03%,61.66%,76.70%,76.24%,61.66%,70.46%,74.86%,59.19%,56.25%,29110715,0
Alanzinho,Бразилия,AM C,Moreirense,23,33.20%,55.39%,43.45%,55.39%,52.92%,70.65%,70.26%,62.74%,76.56%,76.69%,62.74%,62.58%,53.51%,19298224,0
"Mijnans, Sven",Голландия,AM C,AZ,23,34.02%,60.52%,53.97%,60.52%,72.63%,73.66%,76.69%,73.66%,74.60%,71.93%,74.60%,60.57%,58.64%,37077008,0
"Lauritsen, Rasmus",Дания,D C,Brondby IF,27,31.11%,66.91%,76.69%,69.89%,66.17%,50.48%,53.29%,50.48%,50.48%,44.23%,50.48%,55.37%,62.18%,27069979,0
Roger Guedes,Бразилия,"AM RL, ST",Al-Rayyan,26,32.43%,54.53%,47.64%,54.53%,52.61%,71.13%,65.62%,72.95%,76.49%,70.84%,75.66%,76.69%,71.69%,19192947,0
"Kelly, Lloyd",Англия,D LC,Bournemouth,24,33.29%,76.69%,73.38%,61.56%,57.72%,57.33%,56.28%,57.33%,57.33%,51.32%,57.33%,53.84%,55.44%,29158244,0
"Diallo, Abdou",Сенегал / Франция,D LC,Al-Arabi,27,33.62%,76.69%,76.39%,73.94%,71.91%,59.83%,70.75%,59.83%,59.83%,54.62%,59.83%,56.63%,58.44%,85120721,0
"Rothwell, Joe",Англия,DM,Southampton,28,32.74%,60.27%,48.83%,60.27%,70.97%,75.42%,75.80%,75.42%,76.69%,71.34%,75.42%,61.92%,56.94%,28066821,0
Brenner,Бразилия / Италия / США,ST,Udinese,23,32.69%,55.07%,47.84%,55.07%,53.35%,69.46%,55.73%,64.53%,72.14%,69.50%,69.46%,76.68%,71.23%,19302917,0
"Nuamah, Ernest",Гана,AM RL,OL,19,31.98%,51.37%,43.18%,51.37%,50.78%,73.62%,54.78%,74.48%,76.42%,58.88%,76.68%,76.04%,69.91%,2000156783,0
"Cumming, Jamie",Англия,GK,Oxford United,23,76.67%,41.74%,40.50%,41.74%,44.79%,41.85%,44.50%,41.85%,41.85%,40.07%,41.85%,41.25%,41.08%,28108032,0
"Skov, Robert",Дания / Испания,"WB RL, AM R",TSG Hoffenheim,27,31.65%,70.05%,49.76%,69.17%,56.08%,74.06%,69.52%,75.20%,74.06%,68.97%,76.67%,69.58%,65.03%,27094768,0
"Fruk, Toni",Хорватия,AM RLC,Rijeka,22,30.43%,52.43%,41.97%,52.43%,64.45%,76.02%,72.73%,75.28%,76.67%,75.79%,76.02%,61.61%,56.20%,24057535,0
"Horta, Andre",Португалия,AM LC,Olympiacos,26,33.71%,55.16%,44.79%,55.16%,54.10%,74.41%,72.64%,66.96%,76.67%,74.64%,72.07%,60.64%,54.37%,55082342,0
"Colombo, Lorenzo",Италия,ST,Brianza,21,31.02%,53.95%,52.06%,53.95%,54.34%,66.08%,56.51%,66.75%,71.44%,56.40%,72.27%,76.27%,76.66%,43424893,0
"Ramos, Claudio",Португалия,GK,FC Porto,31,76.66%,43.44%,44.97%,43.44%,47.26%,43.51%,46.47%,43.51%,43.51%,40.81%,43.51%,42.97%,46.08%,55022080,0
"Trafford, James",Англия,GK,Burnley,20,76.66%,43.60%,44.25%,43.60%,46.30%,47.06%,47.47%,47.06%,47.06%,44.39%,47.06%,44.95%,46.41%,28126242,0
Ivi Lopez,Испания,AM RLC,Rakow,29,31.53%,55.33%,49.07%,55.33%,54.33%,70.62%,70.13%,70.62%,76.66%,74.72%,76.66%,61.90%,57.33%,67179125,0
"Faravelli, Lorenzo",Аргентина / Эквадор,AM C,Cruz Azul,30,33.43%,59.89%,49.14%,59.89%,69.99%,72.81%,76.65%,76.05%,67.64%,75.15%,76.05%,62.61%,55.19%,14025225,0
"Bouldini, Mohammed",Марокко,ST,Levante,27,29.63%,52.21%,51.03%,52.21%,53.20%,63.75%,54.66%,63.75%,68.71%,62.77%,68.71%,75.52%,76.65%,13164765,0
"Martinez, Roger",Колумбия,"AM RL, ST",Racing Club,29,33.07%,52.30%,47.62%,52.30%,50.62%,70.72%,54.51%,70.72%,74.51%,69.97%,74.51%,76.65%,73.45%,14083716,0
Jorge,Бразилия,D/WB/M L,SEP,27,33.74%,75.11%,54.00%,60.09%,57.28%,76.65%,59.37%,62.52%,75.49%,58.65%,62.52%,60.22%,57.68%,19226738,0
"Di Yorio, Lucas",Аргентина / Италия,"AM R, ST",Pachuca,26,30.24%,53.47%,52.80%,53.47%,54.22%,57.89%,55.22%,65.46%,57.89%,65.99%,70.97%,74.10%,76.65%,14170401,0
"Egan, John",Ирландия,D C,Sheff Utd,30,33.66%,59.86%,76.65%,59.86%,58.36%,54.26%,56.24%,54.26%,54.26%,48.67%,54.26%,52.63%,56.66%,28044428,0
Abner Vinicius,Бразилия,D/WB L,Real Hispalis,23,33.46%,76.65%,52.63%,71.96%,56.93%,71.56%,58.48%,64.82%,71.03%,55.49%,69.77%,57.99%,54.54%,19386116,0
Zizo,Египет,AM RLC,Zamalek,27,31.15%,57.34%,46.78%,57.34%,64.89%,74.03%,71.23%,74.82%,76.64%,71.25%,76.64%,72.81%,64.61%,18084626,0
"Katic, Nikola",Хорватия / Босния,D C,Zurich,26,30.96%,68.39%,76.63%,68.39%,65.92%,50.53%,51.36%,50.53%,50.53%,45.03%,50.53%,49.72%,56.20%,24047814,0
Walace,Бразилия,DM,Udinese,28,35.57%,64.49%,75.56%,64.49%,76.62%,57.01%,73.07%,57.01%,57.01%,50.62%,57.01%,53.51%,55.97%,19184263,0
"Holes, Tomas",Чехия,"D C, DM",Slavia Prague,30,33.29%,74.85%,74.56%,76.62%,74.88%,58.64%,71.66%,58.64%,58.64%,53.43%,58.64%,57.51%,58.22%,25034135,0
"Garcia, Ulisses",Швейцария / Кабо-Верде,D/WB L,OM,27,32.11%,76.62%,66.55%,61.29%,68.29%,73.72%,69.28%,60.41%,72.02%,54.45%,60.41%,57.02%,56.80%,98030499,0
"Wieffer, Mats",Голландия,"D C, DM",Feyenoord,23,34.07%,61.20%,71.04%,61.20%,75.99%,61.25%,76.62%,61.25%,61.25%,69.31%,61.25%,59.75%,60.52%,37071145,0
"Rode, Sebastian",Германия,DM,Eintracht Frankfurt,32,34.66%,73.64%,70.30%,74.81%,76.61%,68.48%,74.99%,70.45%,68.48%,62.77%,69.56%,56.85%,57.48%,35023651,0
"Tapia, Renato",Перу,"D C, DM",Vigo,27,36.02%,63.43%,76.04%,63.43%,76.61%,65.42%,73.97%,65.42%,61.13%,56.97%,61.13%,57.45%,59.08%,77029444,0
"Odgaard, Jens",Дания,"AM RLC, F C",Bologna,24,30.61%,51.23%,49.10%,51.23%,53.47%,67.63%,56.02%,68.06%,73.40%,71.10%,73.95%,76.54%,76.61%,27119480,0
Andrew,Бразилия,GK,Gil Vicente,22,76.61%,45.87%,43.94%,45.87%,47.55%,45.83%,48.05%,45.83%,45.83%,42.50%,45.83%,43.90%,44.31%,19370048,0
"Safonov, Matvey",Россия,GK,Krasnodar,24,76.61%,42.83%,46.38%,42.83%,46.34%,44.97%,46.16%,44.97%,44.97%,43.67%,44.97%,44.15%,46.12%,58123738,0
"Laba, Kodjo",Того,ST,Al-Ain,31,31.28%,53.71%,50.49%,53.71%,53.88%,64.50%,55.89%,59.24%,69.52%,67.38%,59.24%,76.61%,75.48%,13189534,0
"Muldur, Mert",Турция / Австрия,D/WB R,Fenerbahce,24,32.66%,71.92%,67.94%,76.61%,58.00%,60.06%,58.58%,60.06%,60.06%,54.32%,60.06%,58.06%,58.34%,16184687,0
Roberto Lopez,Испания / Страна Басков,AM RLC,Tenerife,23,31.70%,54.12%,46.43%,54.12%,54.20%,75.43%,72.10%,74.48%,76.60%,75.57%,76.60%,73.36%,68.26%,67272882,0
"Burki, Roman",Швейцария,GK,St. Louis CITY,32,76.60%,41.13%,43.96%,41.13%,46.14%,45.88%,47.25%,45.88%,45.88%,42.80%,45.88%,43.85%,48.15%,69005372,0
"Rushworth, Carl",Англия,GK,Swansea,22,76.60%,40.76%,42.17%,40.76%,42.76%,41.31%,42.53%,41.31%,41.31%,37.77%,41.31%,39.50%,42.74%,89065344,0
"Veiga, Gabri",Испания,AM C,Al-Ahli (KSA),21,32.96%,59.54%,53.35%,59.54%,58.78%,63.58%,76.59%,63.58%,63.58%,75.09%,63.58%,71.62%,68.63%,67294886,0
"Bassey, Calvin",Нигерия / Англия / Италия,D LC,Fulham,23,29.37%,76.59%,75.08%,61.27%,56.58%,55.16%,54.04%,55.16%,55.16%,47.18%,55.16%,52.47%,56.85%,28111079,0
"Gusto, Malo",Франция,"D/WB R, M C",Chelsea,20,31.26%,61.27%,53.34%,76.59%,69.29%,59.97%,70.76%,71.49%,59.97%,64.42%,66.19%,56.96%,55.17%,49056280,0
"Maja, Josh",Нигерия / Англия,ST,West Brom,24,30.43%,54.75%,52.35%,54.75%,55.80%,59.67%,57.52%,59.67%,59.67%,56.69%,59.67%,75.79%,76.59%,28106417,0
"Paterson, Jamie",Англия / Шотландия,AM LC,Swansea,31,32.02%,52.80%,40.81%,52.80%,51.74%,73.56%,68.45%,73.56%,76.59%,74.72%,75.29%,61.28%,53.82%,29038690,0
"Gonzalez, Hugo",Мексика,GK,Mazatlan,32,76.58%,45.94%,45.16%,45.94%,47.92%,48.36%,48.61%,48.36%,48.36%,45.95%,48.36%,46.95%,46.08%,5666269,0
Matheus,Бразилия / Италия,GK,Tokyo-V,30,76.58%,36.33%,41.25%,36.33%,38.13%,34.16%,36.55%,34.16%,34.16%,32.13%,34.16%,33.59%,36.37%,19171003,0
"Cvancara, Tomas",Чехия,"AM R, ST",Borussia M'gladbach,22,30.61%,52.53%,50.81%,52.53%,53.55%,70.79%,55.89%,71.69%,72.46%,67.12%,72.80%,75.76%,76.58%,25057908,0
"Morelos, Alfredo",Колумбия,ST,SAN,27,30.94%,56.41%,54.21%,56.41%,55.23%,66.44%,57.16%,66.44%,71.76%,65.08%,71.76%,75.45%,76.58%,76037089,0
Marco Tulio,Бразилия,AM RC,CC Mariners,25,29.45%,51.51%,42.27%,51.51%,50.30%,68.36%,55.09%,74.75%,73.96%,74.35%,76.57%,74.07%,65.86%,19260170,0
"Zajc, Miha",Словения,"DM, AM C",Fenerbahce,29,32.72%,56.45%,49.79%,56.45%,71.46%,73.94%,76.57%,73.94%,73.94%,74.23%,73.94%,62.80%,60.86%,62115981,0
"Chaplin, Conor",Англия,"AM RLC, F C",Ipswich,26,32.15%,54.96%,45.61%,54.96%,53.59%,73.00%,67.61%,73.78%,74.45%,71.73%,74.76%,76.57%,70.72%,29116657,0
"Torre, Pablo",Испания,AM LC,Girona,20,32.17%,54.98%,46.07%,54.98%,64.71%,75.04%,73.84%,72.94%,76.54%,76.57%,74.10%,73.73%,65.86%,2000040347,0
"Maximiano, Luis",Португалия,GK,Almeria,24,76.57%,43.76%,44.89%,43.76%,45.71%,43.63%,45.58%,43.63%,43.63%,39.68%,43.63%,41.89%,45.17%,83111430,0
"Rochet, Sergio",Уругвай / Франция,GK,INT,30,76.57%,42.53%,44.08%,42.53%,46.22%,43.73%,45.89%,43.73%,43.73%,40.87%,43.73%,42.76%,45.35%,78063165,0
"Rodak, Marek",Словакия,GK,Fulham,26,76.57%,38.38%,40.88%,38.38%,42.64%,39.66%,42.13%,39.66%,39.66%,37.04%,39.66%,38.36%,41.53%,28090964,0
"Insigne, Roberto",Италия,AM RLC,Palermo,29,31.19%,51.89%,43.07%,51.89%,51.19%,73.95%,55.70%,76.02%,75.73%,73.06%,76.56%,74.00%,67.59%,43093073,0
"Sansone, Nicola",Италия / Германия,"AM LC, F C",Salento,31,32.63%,54.66%,43.79%,54.66%,52.71%,73.02%,57.04%,71.20%,76.56%,71.23%,73.95%,76.24%,68.50%,92016695,0
"Locko, Bradley",Франция / Конго,D/WB L,Brest,21,32.84%,76.56%,67.90%,61.25%,56.70%,70.62%,56.69%,59.24%,65.38%,53.18%,59.24%,56.46%,55.91%,49059205,0
"Fontan, Jose",Испания,D LC,Cartagena,23,34.57%,76.56%,69.92%,61.25%,57.45%,58.03%,57.18%,58.03%,58.03%,53.40%,58.03%,56.40%,54.95%,67263767,0
"Milla, Luis",Испания,DM,Getafe,28,33.61%,60.27%,51.00%,60.27%,72.41%,73.16%,76.55%,75.26%,67.87%,71.77%,69.56%,61.09%,56.69%,67191561,0
"Ucan, Salih",Турция,DM,Besiktas,29,34.33%,60.80%,55.88%,60.80%,74.35%,61.67%,76.55%,61.67%,61.67%,69.04%,61.67%,58.94%,57.71%,70058786,0
"Bijol, Jaka",Словения,D C,Udinese,24,32.52%,58.23%,76.55%,58.23%,69.10%,54.10%,66.35%,54.10%,54.10%,56.03%,54.10%,58.71%,65.53%,62215974,0
Xeka,Португалия,DM,-,28,34.94%,60.36%,54.22%,60.36%,73.67%,68.44%,76.55%,66.96%,73.92%,66.78%,72.07%,60.35%,58.02%,55068415,0
"Y?lmaz, R?dvan",Турция,D/WB/M L,Rangers,22,34.10%,75.01%,51.39%,60.00%,56.39%,76.54%,59.21%,61.91%,70.52%,57.44%,61.91%,59.06%,54.48%,70121604,0
Pejino,Испания,AM RL,Las Palmas,26,28.14%,49.85%,37.51%,49.85%,48.96%,75.07%,54.43%,73.93%,76.54%,72.88%,76.00%,62.26%,53.69%,67213926,0
Badou Ndiaye,Сенегал,DM,Pendikspor,32,30.19%,60.98%,54.82%,60.98%,74.01%,62.48%,76.54%,62.48%,62.48%,69.78%,62.48%,61.15%,59.78%,53075287,0
Samir,Бразилия,D LC,Tigres,28,31.93%,76.54%,75.94%,61.90%,59.33%,56.81%,57.24%,56.81%,56.81%,51.60%,56.81%,54.11%,56.83%,19162857,0
"Puado, Javi",Испания,"AM RLC, F C",Espanyol,25,34.58%,54.91%,46.85%,54.91%,53.45%,69.24%,56.26%,69.00%,75.16%,71.61%,74.85%,76.54%,70.85%,67222737,0
"Sainz, Borja",Испания / Страна Басков,AM L,Norwich,22,30.81%,55.05%,44.67%,55.05%,52.94%,75.07%,57.33%,72.99%,76.54%,58.08%,74.72%,71.60%,65.11%,67277845,0
"Wimmer, Patrick",Австрия,AM RL,VfL Wolfsburg,22,33.58%,71.01%,51.40%,71.91%,66.70%,73.93%,71.05%,75.07%,75.39%,67.99%,76.54%,73.13%,69.17%,16253898,0
"Karavaev, Vyacheslav",Россия,D R,Zenit,28,33.71%,74.33%,69.79%,76.53%,67.63%,58.93%,65.48%,70.73%,58.93%,53.86%,65.42%,57.47%,56.85%,58076747,0
"Duarte, Ruben",Испания,D LC,Alaves,27,35.19%,76.53%,68.40%,61.23%,68.42%,56.82%,57.53%,56.82%,56.82%,52.20%,56.82%,54.99%,53.16%,67158096,0
